S0,329284,2017,9,8,D261,pTPvcH8AuR1teLm7A
S1,105576,2012,2,2,D349,5bXwko9LhONkgxVam
S2,418555,2008,10,26,D480,8IDxvcDs0ObTGNytP
S3,252846,2004,10,18,D486,n4rYkMYUIa28JWO6X
S4,408971,2010,4,5,D351,Em0XGNzFadaCzZiAV
S5,49973,2005,8,1,D390,SWTZ53WHoEK3sNyiH
S6,60327,2013,5,12,D11,0nUnjaeGp3XIEW9Tm
S7,10630,2017,1,9,D376,Sj5V0cjyLHYnChjjG
S8,146839,2008,3,31,D131,tjQCQbvsd3r0Va40E
S9,129387,2009,7,19,D106,KKXX7y9Hz9vAZZWN2
S10,163637,2017,3,2,D249,o5Cvjxtu3lonqRA5I
S11,200513,2001,5,23,D487,hcAqeyRtjrTJjDna2
S12,496425,2007,3,19,D496,8XewGkGqUV8Nzjut3
S13,440498,2019,12,13,D113,ieQDnxWrUnmxavAVC
S14,79590,2020,1,7,D150,Vp5yq1i0RM0zy2LOr
S15,90379,2009,4,9,D393,b55QiGFNV11IXtwpS
S16,373193,2000,5,3,D103,gXA0fA2utmYHFUbZl
S17,457257,2016,8,20,D301,zC6qWbMFtImUn30QW
S18,325851,2013,12,24,D100,vrkRZkC9YS0azF9CM
S19,352925,2006,6,20,D217,39X5z3WdbsZOfYgw1
S20,3396,2010,5,18,D296,r861anF6Ugsq9G8lf
S21,55264,2017,1,11,D262,v10W0LXnARGyTREB9
S22,290375,2018,2,6,D108,DtvJpla6cpcLvnvh2
S23,163075,2006,6,15,D2,gdpO4TXvtaipG4eZk
S24,29678,2018,11,6,D339,uTzA8GNfoexXwgFSZ
S25,232095,2006,12,11,D25,jRqZGhTC2cNvsjQuf
S26,267828,2017,12,2,D85,yKOm5TqT7VJekdW7H
S27,373073,2006,9,9,D322,VME4GOOKwfdFI1SxF
S28,406651,2010,8,6,D230,xBInUYoLMBpht22jj
S29,140960,2005,1,16,D365,nfVCB3l4Ra0ccEThd
S30,258504,2015,3,25,D219,BLQxtgb2uJzjUvolp
S31,403612,2001,7,5,D468,aa7WrsvqLVxE7rSZp
S32,481915,2003,1,1,D89,5TtC8LjpvOjbWH9K3
S33,164275,2002,11,19,D140,u0bkjnbKbT3od4ZS8
S34,463862,2005,12,11,D121,lkBzu7fBc2u1yjhCd
S35,101398,2006,9,31,D163,CJssdWF261dGvwIjG
S36,239826,2000,6,15,D60,QWwRQV094KewWWIeR
S37,438434,2017,1,31,D304,fEOSxKSzlPd96dcPo
S38,10094,2003,3,23,D354,IUJ6Avc1goO33eR2T
S39,372518,2009,10,10,D128,mnqS4l2V0TP4eIEuw
S40,456357,2006,6,12,D88,O3VggXD6j3HeqH3Lk
S41,117152,2007,5,12,D221,Kh84MelL1vHU8MTin
S42,162897,2018,8,21,D300,yrLDOZ94HeKG7Akhk
S43,255073,2000,8,18,D237,mTfT6MQGt4jvUJtuj
S44,229932,2002,11,14,D82,eIyQffj30ulpRiMiW
S45,299950,2017,3,14,D197,A30SMvReLeB3AuLY6
S46,338062,2013,6,2,D49,R3DNDZ36S96jnr5Jn
S47,463610,2006,7,19,D272,R3CgouY5ByO3UNcUS
S48,239215,2006,11,15,D114,iDgGb81j1SWwQ5u25
S49,187059,2016,11,29,D254,fUDKFNDEaXA6x08kE
S50,221393,2006,3,21,D412,YmGHCFQpg5UnOumnL
S51,226347,2015,9,5,D281,cNsXZr05PSyiuE0pq
S52,339597,2019,2,28,D185,F704h0PcubUmJ1COE
S53,128889,2002,12,9,D280,czjLgoHF5jM5d3cz6
S54,126953,2003,3,15,D418,d9Cvn99HuBDhO3EZR
S55,411580,2004,6,4,D430,yH2ThOz23vFZmYwqS
S56,269478,2012,12,11,D233,kT9NCGWSZ9T8wlVMo
S57,280807,2019,4,24,D71,xJtctnTJ5khzvARbF
S58,273429,2005,10,27,D438,6bLxuT6tvUjgIa4Qp
S59,236095,2017,9,10,D251,9e9S935RnutVBp9Dx
S60,112541,2001,9,21,D405,INaqY3oFNiHqTPahs
S61,361736,2002,1,16,D175,RxVHGHzo0UomFuFWW
S62,489043,2007,6,25,D311,ehSLXjPU5Q8ZICQAL
S63,231546,2011,9,9,D469,Q7ao2mabHsn1PpEko
S64,498333,2015,7,23,D361,kU5ZUjBlbrEYZ0Gsd
S65,304600,2020,9,8,D424,ndlBidZtfuPTn8OA1
S66,185668,2003,10,7,D404,t3PNh59vJ7bLUEwLr
S67,229047,2016,12,10,D50,MeNq1FVJ3NXeCj8rl
S68,175928,2007,12,10,D385,bwO1LBN9Ly35P3Rso
S69,373026,2018,7,11,D463,9u7qKAb8VHVSxYafz
S70,406000,2005,8,27,D360,YK0e66oZcNpbozTQN
S71,126685,2012,8,9,D39,mPJ8lZK6k9CRaDmBS
S72,258442,2011,7,21,D368,iaMU69cwZ1nHJMxux
S73,76200,2014,5,31,D268,ab73sgHQHvcqNos6i
S74,398821,2014,10,23,D341,E9CKd2Dx6MaeJjDBD
S75,411745,2017,8,14,D162,RiCGqcAXT4V7TZkwn
S76,196558,2019,4,27,D386,v93QVAy6RX8mu8CNA
S77,282885,2019,3,29,D216,NksDZhycFcGOSEvx3
S78,309411,2008,8,2,D494,tLotNU9DI6sIaxVHd
S79,349810,2004,7,9,D319,irtzRp6rLlcq6j32f
S80,441723,2004,8,14,D323,LZlksinOGxkF3UqSN
S81,352464,2015,12,7,D308,zAiatnDwaE76qvhFI
S82,493790,2018,12,29,D275,0864chdi3ufXbOWZA
S83,316929,2002,5,30,D117,CDDTbnVlxSJFsmtcl
S84,113739,2000,10,18,D399,S8AtA5GOSJpKa3BU9
S85,263111,2010,3,15,D72,Eethx7ySTC5RjeViS
S86,76184,2009,9,8,D347,cJJS3sLPMmjOxq38S
S87,299760,2001,4,3,D394,T4iO7kgxqTBvNQh3Z
S88,177824,2009,12,11,D247,pNIhd8NUnlkjbWTMc
S89,141194,2018,3,1,D190,FfGzsXPLBPAVckxsL
S90,113381,2013,5,7,D457,JgFqY0VlrAgBi32Gw
S91,44297,2015,6,14,D62,M94QKCeajHU1d5NSN
S92,153581,2016,7,21,D256,QBtr5HVqd1baR8xXy
S93,37328,2005,2,15,D138,oVvZNJ1Vptpc7Tho4
S94,262874,2005,11,26,D434,01uAJIpVJlKTspJAt
S95,167657,2011,3,12,D94,UVVBEpRLc45A3KoaX
S96,237471,2000,9,17,D356,LwVTLMboygTH7scrv
S97,450017,2009,12,9,D452,GrIGpfe5nDrjG1hjR
S98,199289,2016,4,19,D297,3Kh7v3XnIil3xayeo
S99,64696,2006,2,5,D200,FmXXdkhxZ8tmkn2q1
S100,456269,2014,12,17,D70,Ab3mKD6iO2k2AmzIw
S101,186363,2008,3,28,D201,G8skQU2qBOoI3u5uv
S102,246148,2003,7,11,D391,6vQRSTtx7PQaE1L5m
S103,165703,2003,5,26,D388,NMl32bVm6Uhve6pos
S104,374187,2004,3,1,D83,pQEcjgrQvNO0GUWmu
S105,59755,2005,3,2,D104,k1vtAS6iEGRFyiPGv
S106,362559,2019,5,13,D135,tOU0BQutrLXPHj8ID
S107,321010,2000,12,19,D271,DXiCjlBxE39ysV6TK
S108,142189,2011,10,8,D499,jIKKwWaYCJfUX0Djp
S109,79871,2010,4,22,D431,6ohH4eJXDP94nZs80
S110,29471,2012,7,16,D295,ERY5Lzq3K9YRU2Xbq
S111,406066,2007,3,25,D371,9IrUX3G9VDXm4uiWA
S112,326571,2016,6,9,D451,YmqI4KHuvBHlaik9c
S113,216054,2020,4,6,D30,XmmKkFDxS3z4rIq3i
S114,7806,2010,1,30,D380,mmoD7EHaWvGvumu8d
S115,119086,2001,4,16,D353,8juRnlhHJLGcs6ccb
S116,368668,2010,12,8,D246,E70rMK057VgLStmb7
S117,481813,2014,5,18,D8,pXv9NpfTBtDBCKySC
S118,186974,2017,5,3,D195,JBsXEle750W4LqWuu
S119,28037,2020,8,16,D144,aV2q99aWWWpL2MZ1K
S120,166141,2018,10,25,D211,YAejuMn4JfF0Rbefx
S121,40249,2014,9,30,D241,oOTKolChHt3TqqPwz
S122,252579,2000,10,22,D344,tpaXlmPT1Cm4uzR7G
S123,267754,2017,11,31,D309,w8oWBDISAqVxW0yl6
S124,287953,2013,10,18,D498,TAeDsDKp4EuaTd4pB
S125,56476,2003,3,1,D146,dXscSLFfz2ptx7GuK
S126,107550,2016,8,4,D226,bYJRb4iaKXU7cqHJp
S127,369084,2003,7,4,D32,7nWhOYeCYNXdI8DLL
S128,483210,2006,7,20,D352,N2JK1HUPQxVOuwakd
S129,280943,2013,1,16,D19,melUDgWpUEdrMjxvq
S130,171197,2017,10,18,D292,15mGiLcLFrNJOkbOO
S131,366199,2020,11,10,D35,VGkRNY2aJvTwGJ9yy
S132,475073,2005,6,3,D485,FGUDkLf9LGZ6cumER
S133,478005,2016,8,16,D466,kQyHTU5oWmYAlb7UJ
S134,144310,2003,11,22,D284,Bg5clJ4vl31Q78I46
S135,48033,2003,7,22,D16,lrjuXeG2elzc2PAo2
S136,286136,2006,5,11,D462,PtwTrQvjQD38ojSlF
S137,153767,2020,7,29,D307,tnpSB2CCnFsIZhAGf
S138,383577,2017,2,20,D110,5sb9c3FMIBoPZCUni
S139,97234,2002,9,25,D198,SSAGHr023k2VtWsft
S140,222980,2006,2,31,D193,Hkd7eafZUuJkwGXD9
S141,168536,2014,12,27,D152,YYU3XoBx5PLrKk1Kt
S142,99436,2016,7,10,D132,m5NIqlrt6T62KfuF1
S143,4946,2009,10,5,D228,LpTMHi7iX5r1n4SI2
S144,369848,2002,5,19,D181,gAkl7DiUnDmz3OfNz
S145,187642,2003,3,28,D58,w4zl74ZP86IJ5AxFg
S146,425068,2001,12,22,D348,Bi0nyxCtUQMdc3ikR
S147,402120,2000,1,6,D40,f7EyK7DPrx3un30Nk
S148,206655,2013,5,23,D435,r9fFqoIfBtDWNsWIm
S149,47761,2002,1,22,D282,k7L2UbYPokIyJOuIV
S150,378682,2001,5,12,D136,Rp6bhk7O1DSJlCwRp
S151,191536,2012,10,14,D207,XtNGaNa06hL2qrKLX
S152,263609,2004,9,25,D209,BRcefRG42NoYyw4AT
S153,60388,2009,8,16,D440,1bLTnni4uwkcNZHE0
S154,361380,2006,1,26,D387,turgWV90zKhGD3Z0A
S155,45109,2016,2,28,D93,JdN9au6vPw6MUv6s6
S156,216656,2005,1,12,D250,lsOovBrWoIzmuJdqO
S157,399941,2012,5,24,D189,dfZsRUVp0kuGrcTr0
S158,292744,2014,7,26,D336,nznV8R283sR9R14x3
S159,384369,2005,3,21,D176,9JeMKTu8UcfuX5Rmu
S160,301241,2008,9,3,D3,rDJIO7ZBzF04FjhgI
S161,104342,2010,3,2,D473,Zk5SJGdMMAU3rNeiq
S162,489521,2005,12,3,D288,BKDCANlcWPQnvnuTR
S163,474432,2005,11,27,D483,Fi3dB4JijWDMREmm0
S164,208381,2012,8,31,D180,jEfLtaCQP1TzgbmWb
S165,190637,2011,7,9,D439,ORJRbk8dIRrnkc6xk
S166,211504,2014,1,3,D454,tlxgFdCJm9LvPjs2u
S167,341432,2007,6,6,D155,4x2HTYK6qQH1SjbLr
S168,444989,2011,8,31,D151,FasSbuA1sDWgcvZLA
S169,153488,2001,3,2,D260,E4p56Gb0TxZvWsZR9
S170,302406,2019,8,24,D474,OHR2KSTFMz13lxBs9
S171,248868,2002,3,23,D274,wpGEASDtjetqT1tgW
S172,452155,2001,4,28,D43,jvMPZNpH9brCrlxkg
S173,86759,2008,10,18,D48,64hu7uVYQbuWx6Bmv
S174,244167,2018,1,13,D76,m9F3qvTbYgKxlgBVb
S175,297783,2015,3,16,D337,6fjyufiDSLAizt5xM
S176,321764,2016,12,3,D239,C9KXmo2XRSe7kjLSi
S177,267246,2014,2,22,D343,IDHKGdi8nlkNThCEY
S178,319962,2011,4,30,D441,26vpOcE65k5JKb4mf
S179,323063,2014,8,16,D188,JJKvob1Q9Ag6zpQbQ
S180,10303,2020,1,5,D355,PTXvY0zBdO6ov9FBW
S181,408721,2005,4,30,D335,Ao3g7V6uNVGlU4ugj
S182,361097,2011,9,16,D373,GCBodPw5q6ckTiaRt
S183,488906,2002,1,26,D145,YDNaG0FZp40ouoEFu
S184,348673,2017,9,25,D455,3MKpUM9AvHvbBPTEJ
S185,91877,2009,1,14,D432,0wcXgpAG6Sxenlvy5
S186,313775,2020,10,3,D302,BDxBdQM4B0zUzq5jY
S187,470411,2005,10,13,D166,3kba90GaOhVWMn8YS
S188,222823,2008,8,23,D384,kXG30EZuvRsA0vEh4
S189,102924,2008,1,18,D115,4P6WTsxrJmqYZxwW1
S190,482195,2015,4,21,D61,AxfrmHk4Ufn9zdtZ6
S191,210510,2017,3,17,D252,tZo4EEOf2fRtYLUE1
S192,165643,2002,6,20,D23,lRrgQn7Z5i4u1D5KA
S193,377636,2018,10,11,D28,8g26dMgJo3WwBuneg
S194,373165,2009,4,12,D294,8APAzPLXkcE6FObmK
S195,216725,2011,12,2,D333,AKYMycQwKWpMMXAyz
S196,237443,2009,1,9,D220,nkjgNoiPVvg1TKmTZ
S197,200167,2012,9,23,D208,zoRAP1JIWgHVmim2M
S198,137847,2008,5,29,D255,Mu4zTt3uh5dzrcc1A
S199,324837,2008,5,9,D283,3pDzYa7OcZs4V6E5X
S200,19641,2007,10,20,D411,F8iRLT1Gdg4qqZLNj
S201,153141,2009,1,12,D186,m9xPElK4v606Anx1Y
S202,48574,2004,2,18,D377,KcYigFJVJ4xLsjtrc
S203,170589,2017,4,30,D334,1acVwEWMC8WwuAh2v
S204,78444,2003,3,7,D73,qqxJ9NjCabFZ2Oohp
S205,479334,2001,1,7,D149,JbIuqa3UW0RBSRrdw
S206,336155,2015,5,12,D225,Q3hWQsgaDS6M5Lb4H
S207,262777,2012,7,25,D87,sbSVl3kqE7TcIEVon
S208,416566,2005,7,9,D267,YymbvmaSvt1qdsWkr
S209,73023,2008,1,23,D328,5gkdEgmD7ghPq0UQK
S210,496790,2002,3,24,D428,JKFeGBBgBAekO5NLy
S211,321303,2016,1,1,D168,T8Dk5Yf7hD0ND9GlO
S212,308375,2001,9,28,D448,4tgIHXVZAsuGBggQv
S213,14173,2020,7,11,D242,zPnSCvzywiuLzGTeE
S214,164701,2011,12,16,D192,9v7TRoisQHsIfzzDT
